j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
51;421,4;4,2;199,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
52;403,4;3,9;199,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
53;428,7;3,9;187,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
54;434,6;3,9;198,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
55;392;3,9;167,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
56;421,6;4;155,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
57;417,9;4,1;179,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
58;450,5;4,3;168,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
59;451,4;4,8;256,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
60;448,7;6,5;252,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
61;451;8;210,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
62;430,6;7,8;241,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
63;392,9;6,9;217,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
64;332,6;5,9;220,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
65;307,7;5;243,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
66;335,8;4,1;254,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
67;401,5;2,7;242,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
68;459,1;2,6;222,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
69;462,5;2,6;262,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
70;454,7;3,1;175,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
71;435,7;2,8;204,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
72;397,9;3,7;167,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
73;387,9;6,2;172,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
74;386,3;7,7;172,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
75;383,7;8,4;154,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
76;357,4;8,3;183;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
77;325,9;7,5;187;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
78;324,7;7,5;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
79;323,4;7,4;189,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
80;337,6;7,7;237,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
81;379;8;231,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
82;396,3;6,8;243,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
83;417,3;6,2;244,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
84;428,1;5,9;235,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
85;422,3;5,6;234,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
86;413,8;5,1;241,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
87;358,3;4,7;257,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
88;328,5;4,6;220;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
89;268,6;4,7;235,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
90;260,7;3,9;240,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
91;277,3;3,9;264;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
92;350;3,7;253,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
93;413,5;3,3;247,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
94;439,3;2,9;204,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
95;443,9;2,3;265,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
96;433;2,2;165,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
97;428,7;2,7;187,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
98;444,4;3;194,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
99;462,1;3,4;168,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
100;448,4;3;176,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
101;427,9;2,7;175,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
102;415,7;3;207,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
103;418,1;3,1;260,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
104;391,2;3,6;231,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
105;361,1;3,8;256,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
106;363,4;4,2;309;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
107;367,5;4,9;342,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
108;362,6;5,3;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
109;356,9;5;361,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
110;324;4,1;377,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
111;288,6;4,3;353,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
112;270,8;4,2;362,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
113;236,7;4,4;386,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
114;248,1;4,4;424,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
115;268,9;4,5;369,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
116;324;4,5;407,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
117;350,5;3,9;374,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
118;343,1;3,7;357,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
119;348,1;3,6;314,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
120;354,9;3,8;236,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
121;377,3;3,8;217,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
122;389,1;3,8;163,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
123;377,3;2,6;201,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
124;362,5;1,9;175,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
125;352,9;2,5;171;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
126;346,7;1,8;212,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
127;341,7;0,7;166,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
128;345;0,4;204;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
129;347,2;0,4;168,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
130;344,9;0,6;204,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
131;351,8;1,1;179;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
132;354;1,6;200,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
133;355,8;2,1;209,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
134;349,9;2,2;177;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
135;335,5;2;219,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
136;305,5;1,8;227;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
137;284,7;1,9;241,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
138;263,9;1,7;246,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
139;263,4;1,8;255,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
140;277,7;1,9;257;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
141;277,7;1,7;262,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
142;285,9;1,5;219,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
143;286,2;1;217,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
144;306,9;0,9;167,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
145;355,3;0,5;187,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
146;348;0,3;180,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
147;339,1;0;187;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
148;324,3;-0,1;197,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
149;308,3;-0,1;208,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
150;306,2;-0,1;166,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
151;320,1;-0,2;237,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
152;327;-0,6;200,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
153;326;-0,6;265,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
154;330,2;-0,1;246,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
155;330,4;0,7;247,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
156;325,4;1,5;325;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
157;339,2;1,6;320,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
158;343,5;2,5;309;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
159;338,3;2,9;277,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
160;340,8;2,4;315,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
161;351,2;1,9;287,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
162;363,8;1,4;319;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
163;373,8;0,9;321,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
164;422,3;1;309,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
165;440,5;1,6;306,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
166;446,8;1,9;232,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
167;454,8;0,7;272,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
168;386,9;0,1;199,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
169;436,1;-0,3;182,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
170;414,3;-0,3;195,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
171;486,6;-0,4;178,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
172;478,2;0,1;179,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
173;422,5;0,8;178,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
174;404,6;1,2;183,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
175;482,3;1,4;253;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
176;473,1;1,6;240,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
177;473,4;1,7;266,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
178;468,2;2;255,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
179;469,7;2,8;235,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
180;466,9;3;268,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
181;460,3;3,3;255;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
182;467;3,3;266,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
183;462,3;3,1;272,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
184;467,9;2,9;213,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
185;460,9;2,7;244,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
186;463,9;2,5;252,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
187;470;2,1;276;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
188;470,2;1,9;278,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
189;417,6;1,8;255,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
190;459,3;1,8;200,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
191;460,3;1,8;276,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
192;462,4;1,8;176,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
193;459,4;1,8;188,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
194;450,4;1,7;201,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
195;450,6;1,6;181;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
196;445,1;1,5;170,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
197;423;1,5;195,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
198;417,9;1,6;198,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
199;404,8;1,6;205,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
200;406,1;1,6;191,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
201;406,5;1,9;256,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
202;412,3;2,3;238,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
203;412,1;2,3;273,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
204;429,6;2,3;276,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
205;431,4;2,4;243,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
206;436,2;2,4;278,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
207;405,8;2,1;236;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
208;460,1;1,4;280,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
209;406,4;1,2;258,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
210;389;1,2;248;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
211;392,6;1,2;261,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
212;413;1;278,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
213;419,6;0,5;254,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
214;438,9;0,2;182,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
215;469,8;0,2;177,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
216;465,4;0;161,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
217;461,9;0,1;175,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
218;466,9;0,3;136,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
219;438,2;0,3;120,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
220;447,7;0,2;129,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
221;417,5;-0,1;139,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
222;421,5;-0,1;141,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
223;422,4;-0,3;162,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
224;418,5;-0,5;134,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
225;420,1;-0,5;152,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
226;424;0;175,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
227;430,1;0,4;168,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
228;428,6;1;217;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
229;423,8;1,9;191,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
230;410,5;2,5;192,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
231;402,4;2,9;167,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
232;395,9;2,8;184,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
233;372,9;2,7;213;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
234;350,7;2,5;217,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
235;338,2;2,4;200,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
236;361,6;2,4;217,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
237;408,8;2,4;172,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
238;426,2;2,2;204,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
239;456,7;2,1;210,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
240;480,5;1,8;194,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
241;485,6;1,8;165,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
242;485,4;1,8;159,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
243;487;1,4;172,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
244;465,8;1;166,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
245;468,4;1;181,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
246;449,2;0,7;170,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
247;452,5;1;236,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
248;443,1;1,1;225,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
249;446,9;1,3;277,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
250;447,1;1,8;281,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
251;452,3;2,3;284,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
252;447;2,6;289,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
253;443,7;3;268,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
254;410,2;3,4;283,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
255;412;3,7;293,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
256;434,7;3,7;248,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
257;439,8;3,7;288,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
258;452,4;3,8;292,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
259;465,4;3,7;286,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
260;483,3;3,2;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
261;404,5;3,2;215,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
262;412,4;3,2;207,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
263;411,5;3,5;229,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
264;416,3;3,7;200,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
265;414,1;3,9;212,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
266;404,2;4;202,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
267;484,2;3,8;179,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
268;475,2;3,9;170,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
269;463,1;3,9;206,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
270;458,8;3,6;172,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
271;447,8;3,5;232,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
272;439,7;3,7;263;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
273;433,8;3,9;245;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
274;439,7;4,7;231,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
275;442;5,6;261,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
276;450,2;6,8;255,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
277;451;7,2;243,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
278;455,1;7,3;251,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
279;403,6;6,6;244,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
280;416,7;5,9;281,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
281;420,2;5;267,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
282;420,2;4,5;251,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
283;415,1;4,2;271,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
284;429,3;5;233,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
285;433,3;5,6;231,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
286;428,5;6;239,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
287;439,8;5,1;245,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
288;449,9;4,6;207,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
289;473,1;3,4;197,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
290;465,4;2,1;213,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
291;442,2;1,2;167,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
292;425,8;0,4;171,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
293;437,3;0,4;202,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
294;441,3;0,8;167,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
295;427,9;1;233,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
296;422,3;1,3;241,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
297;421,1;1,3;324,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
298;486,5;1,6;309,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
299;482;1,7;337,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
300;476,1;2,4;330,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
301;405,7;1,8;302,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
302;412,7;0,6;340,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
303;411,2;0;321,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
304;430;-0,3;316,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
305;434;-0,6;328;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
306;432,5;-1;303,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
307;442,2;-1;335,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
308;424,2;-0,7;317,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
309;439,9;-0,3;309,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
